部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,秋考,志愿篇,问：军队院校有哪些？答：具体招生院校请以《20XX年上海市普通高等学校招生专业目录》和“上海招考热线”网站（www.shmeea.edu.cn）发布的公告为准。注：（2024年预计5月初），请考生/家长关注“上海招考热线”或微信公众号“上海国子监发布”。,"['(部队院校, 招生信息发布渠道, 上海招考热线网站)', '(考生, 需关注, 上海招考热线网站)']"
高考学考,秋考,志愿篇,"问：报名意向军队院校后需要做什么？答：意向报名后需要参加区人民武装部组织的政治考核，高考成绩达到军队院校报考要求，按照安排前往指定地点参加面试、体格检查和职业基本适应性检测工作。考生只有依次参加过政治考核、面试、体格检查和职业基本适应性检测，且所有项目必须合格,并将表格交至上海市军队院校招生办公室方能参加军队院校招生录取。","['(区人民武装部, 组织, 政治考核)', '(高考成绩, 达到, 军队院校报考要求)', '(军队院校招生录取, 需要, 政治考核合格)', '(军队院校招生录取, 需参加, 面试)', '(军队院校招生录取, 需参加, 体格检查)', '(军队院校招生录取, 要求通过, 职业基本适应性检测)', '(上海市军队院校招生办公室, 负责, 军队院校招生录取)']"
高考学考,秋考,志愿篇,问：意向报名军队院校的意向填报什么时候开始？答：5月20日至6月4日（每天9：00-20：00）登录“上海招考热线”网站(www.shmeea.edu.cn），进行军队院校报考意向登记。2024年具体时间请查看“上海招考热线”网站（www.shmeea.edu.cn）发布的公告为准。注：以上是2023年高考相关信息。2024年预计5月初，请考生/家长关注“上海招考热线”或微信公众号“上海国子监发布”。,"['(军队院校报考意向登记, 登记时间段, 2023年5月20日至6月4日)', '(上海招考热线网站, 发布, 2023年高考相关信息)', '(2024年军队院校报考意向登记, 意向填报预计时间, 5月初)']"
高考学考,秋考,志愿篇,问：意向报名军队院校的政治考核什么时候开始？答：完成网上意向登记考生，须于5月20日至6月12日期间，通过本人就读学校教务部门领取并填写《军队院校招收普通高中毕业生政治考核表》（简称《政治考核表》），按要求填写后上交本校教务部门。注：以上是2023年高考相关信息。,"['(军队院校招生, 招生要求, 政治考核)', '(政治考核, 办理时间, 5月20日至6月12日)', '(考生, 填写, 政治考核表)', '(考生, 上交, 政治考核表)', '(教务部门, 发放, 军队院校招收普通高中毕业生政治考核表)', '(军队院校招收普通高中毕业生政治考核表, 简称, 政治考核表)']"
高考学考,秋考,志愿篇,问：意向报名军队院校的政治考核哪里查询结果？答：学校汇总本校所有《政治考核表》交本区招生考试机构；5月XX日前，各区招生考试机构将《政治考核表》交所在区征兵办。6月25日至26日，各区征兵办通知考生政治考核结果。注：以上是2023年高考相关信息。,"['(学校, 汇总提交政治考核表至, 区考试招生机构)', '(区考试招生机构, 交给, 区征兵办)', '(区征兵办, 通知_政治考核结果, 考生)', '(考生, 报考, 部队院校)', '(部队院校, 要求, 政治考核)']"
高考学考,秋考,志愿篇,问：军队院校在沪招生面试和体检工作什么时候开始？答：具体以“上海招考热线”网站公布为准。,"['(部队院校, 招生地区, 上海)', '(部队院校, 进行, 在沪招生面试)', '(上海招考热线网站, 公布, 军队院校在沪招生面试和体检工作开始时间)', '(上海招考热线网站, 公布, 军队院校在沪招生面试和体检工作开始时间)']"
高考学考,秋考,志愿篇,问：上海市军队院校招生办公室是哪里？有联系电话吗？答：上海市军队院校招生办公室咨询电话：021-81801213（服务时间为：08：00-11：30，14：30—17：00）。注：以上是2023年高考相关信息。,"['(上海市军队院校招生办公室, 咨询电话, 021-81801213)', '(高考, 年份, 2023年)']"
高考学考,秋考,志愿篇,问：已经将表格提交至上海市军队院校招生办公室的考试是否等着录取就行了？是不是不用填报志愿了？答：考生仍需要在7月1日-7月2日每日8：00-17：00，进行本科高校的志愿填报，并将意向军队院校填写至提前批志愿内。注：以上是2024年高考相关信息。,"['(考生, 填报, 本科高校志愿)', '(考生, 填写至, 提前批志愿)', '(意向军队院校, 属于, 提前批志愿)', '(高考学考-秋考, 涉及机构, 上海市军队院校招生办公室)']"
高考学考,秋考,志愿篇,问：意向报名军队院校的录取名单什么时候公示？答：不予公示。,"['(军队院校录取名单, 是否公示, 不予公示)']"
高考学考,秋考,志愿篇,问：意向报名军队院校的录取结果什么时候能查询？答：考生可登录“上海招考热线”网站（www.shmeea.edu.cn）首页—录取查询。（具体以上海招考热线公告信息为准）,[]
高考学考,秋考,志愿篇,问：如何报考公安院校？答：考生须按规定通过“上海招考热线”网站（www.shmeea.edu.cn）进行公安院校报考意向登记。完成高考后，需进行体检、面试、体能测评及招生考察，须全部项目合格后才具备填报公安院校志愿资格。具体报考日程和要求以“上海招考热线”网站公布为准。,"['(公安院校, 报考意向登记网站, 上海招考热线网站)', '(公安院校, 需通过, 面试)', '(公安院校, 要求, 体能测评)', '(报考日程, 发布于, 上海市教育考试院报名网站)', '(公安院校报考要求, 公布渠道, 上海招考热线网站)']"
高考学考,秋考,志愿篇,问：报考公安院校的条件？答：报考公安院校需要符合以下条件（以下是2023年报考要求）：（1）参加全国普通高等学校招生统一考试的普通中学高中毕业生；（2）未婚；（3）年龄16周岁以上、22周岁以下；（4）符合公安院校报考条件的应届、往届毕业生均可报名。,"['(公安院校报考要求, 包含, 全国普通高等学校招生统一考试)', '(报考条件, 要求, 参加全国普通高考的普通中学高中毕业生)', '(报考条件, 要求, 未婚)', '(报考条件, 包含, 应届和往届毕业生)', '(报考条件, 允许, 应届和往届毕业生)']"
高考学考,秋考,志愿篇,问：公安院校有哪些学校？答：具体招生院校请以《20XX年上海市普通高等学校招生专业目录》和“上海招考热线”网站公布为准。2024年预计是在4月中旬，请考生/家长直接关注“上海招考热线”或微信公众号“上海国子监发布”。注：以上是2024年高考相关信息。,"['(公安院校, 招生信息发布渠道, 上海市教育考试院报名网站)', '(上海招考热线网站, 公布, 2024年高考)', '(微信公众号上海国子监发布, 发布, 2024年高考)']"
高考学考,秋考,志愿篇,问：意向报名公安院校的面试、体能测评什么时候开始？答：已完成公安类院校报考意向登记的考生，应于2024年6月11日至16日分期分批到上海公安学院（浦东新区崇景路100号）参加面试、体能测评。请考生及时关注上海公安学院招生网（https://www.shpc.edu.cn/gaxy/zs-zszw/index.html）信息发布。注：以上是2024年高考相关信息。,"['(上海公安学院, 位于, 浦东新区崇景路100号)', '(上海公安学院, 举办, 体能测评)', '(公安院校招生面试及体能测评, 时间, 2024年6月11日至16日)', '(公安院校体能测评, 时间, 2024年6月11日至16日)', '(考生, 需完成, 公安类院校报考意向登记)']"
高考学考,秋考,志愿篇,问：意向报名公安院校的体检什么时候开始？答：面试、体能测评均合格的考生，应于6月12日至20日分期分批进行体检。请考生及时关注上海公安学院招生网（https://www.shpc.edu.cn/gaxy/zs-zszw/index.html）信息发布。注：以上是2024年高考相关信息。,[]
高考学考,秋考,志愿篇,问：已符合面试、体能测试、体检的考生且高考分数线达到分数线，是否不用填报志愿了？答：考生仍需要进行本科高校的志愿填报，并将意向公安院校填写至提前批志愿内。注：以上是2024年高考相关信息。,"['(考生, 需要, 考生填报志愿)', '(考生填报志愿, 涉及, 本科高校)', '(公安院校, 需填报至, 提前批志愿)']"
高考学考,秋考,志愿篇,问：意向报名公安院校的录取结果什么时候能查询？答：考生可登录“上海招考热线”网站（www.shmeea.edu.cn）首页—录取查询。（具体以上海招考热线公告信息为准）,"['(公安院校录取结果, 查询渠道为, 上海市教育考试院报名网站)', '(上海招考热线网站, 提供, 录取查询)']"
高考学考,秋考,志愿篇,问：报了本科提前批次志愿，还能再报本科艺体类批次志愿吗？答：不能。报考本科提前批次志愿的考生，不得兼报本科艺体类批次志愿，但仍可填报本科其他批次专业志愿。,"['(本科提前批志愿, 不可兼报, 本科艺体类批次志愿)']"
高考学考,秋考,志愿篇,问：报考部队、公安、消防院校的政审、体检结果不认可，可以要求复核吗？答：报考部队、公安、消防院校的体检、政审和录取结果均由该上海市警备厅、上海市公安局负责，考试院仅公布录取结果，不做任何解释。,"['(上海市警备厅, 负责, 政审)', '(政审, 负责, 上海市公安局)', '(教育考试院, 公布, 录取结果)', '(部队院校, 要求, 体检)', '(部队院校, 要求, 政审)', '(公安院校, 需进行, 体检)', '(公安院校, 需要, 政审)', '(消防院校, 需要, 体检)', '(报考消防院校, 需进行, 政审)']"
